id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
0.0,-0.9680602550506592,-0.23446428775787354,0.1791696846485138,1.353990912437439,0.23673811554908752,0.2328733205795288,-0.5271243453025818,-0.6678435206413269
1.0,1.35514235496521,0.9036876559257507,-5.733659744262695,-3.1224732398986816,1.105950117111206,6.407517433166504,-8.393281936645508,-7.714232444763184
2.0,-15.413139343261719,-1.1799389123916626,-4.340863227844238,5.87272310256958,5.876760005950928,0.3317454755306244,4.798979759216309,2.300034284591675
3.0,-10.904850959777832,-1.1065913438796997,-0.8827381134033203,8.31770133972168,8.002514839172363,-3.071957588195801,1.9368759393692017,2.990955352783203
4.0,-1.1201082468032837,7.240811347961426,-1.7313239574432373,2.755171298980713,1.0628442764282227,-2.450162410736084,-5.14670467376709,2.6051018238067627
5.0,-13.052399635314941,6.724017143249512,0.28234779834747314,5.774147987365723,-5.623002052307129,2.436933755874634,0.6451205611228943,0.0057373689487576485
6.0,-4.040749549865723,12.264690399169922,-0.1759970784187317,4.918821811676025,0.11290467530488968,0.0897817462682724,-1.0566421747207642,0.023308157920837402
7.0,-0.23484212160110474,7.595530986785889,-2.8861355781555176,-1.3684417009353638,-0.24265114963054657,6.6139302253723145,-7.531019687652588,-8.821465492248535
8.0,-6.375439643859863,-3.530543804168701,-7.6808247566223145,2.7997772693634033,4.800660610198975,-2.6562812328338623,0.6058648228645325,1.1441683769226074
9.0,-8.957195281982422,9.757139205932617,2.3409886360168457,8.26191234588623,-7.935901641845703,2.079896926879883,0.504899799823761,-1.293773889541626
10.0,-2.647979259490967,8.000093460083008,-0.9337548017501831,5.568670749664307,-1.5342100858688354,6.115197658538818,-1.4131443500518799,-2.2604868412017822
11.0,0.8214794993400574,-2.2137296199798584,0.3280848562717438,11.08220100402832,5.54334020614624,-3.54478120803833,2.539412498474121,10.058444023132324
12.0,1.4174904823303223,-2.353013277053833,-2.2075703144073486,5.850419521331787,-0.10434112697839737,13.872525215148926,2.1447715759277344,-4.663247108459473
13.0,-0.8758684992790222,8.074353218078613,-6.2599616050720215,2.6040120124816895,0.8676111102104187,5.582542896270752,3.3015007972717285,-3.744158983230591
14.0,-3.4706408977508545,3.8313822746276855,3.130927324295044,3.637035369873047,-7.999151706695557,6.574340343475342,4.046640872955322,-4.632687568664551
15.0,-4.0119757652282715,3.1311159133911133,2.1128456592559814,5.1768317222595215,1.190666675567627,-4.277109146118164,0.445895791053772,5.645314693450928
16.0,5.298713207244873,-5.333227634429932,3.051379680633545,5.056056499481201,1.8887804746627808,-2.340886116027832,-12.831658363342285,1.6244693994522095
17.0,5.0912346839904785,-7.175655364990234,6.009108543395996,6.086034297943115,7.251572132110596,6.464985370635986,0.4274134337902069,1.1034196615219116
18.0,-6.134257793426514,4.618215084075928,-6.02369499206543,2.937647819519043,-0.9299527406692505,5.055654048919678,2.8981733322143555,-0.30635717511177063
19.0,-12.781683921813965,-0.9675390720367432,0.9469848871231079,12.008115768432617,-3.2890625,4.686334133148193,4.344295978546143,-2.1022846698760986
20.0,-12.034663200378418,-3.023327112197876,-0.5892953872680664,14.254975318908691,-1.5633134841918945,5.618527889251709,2.418523073196411,-2.012345314025879
21.0,-11.824846267700195,-1.5877257585525513,0.5632976293563843,12.76608657836914,-0.8746067881584167,8.08215618133545,4.784151077270508,-1.508112907409668
22.0,-14.18585205078125,0.3482404351234436,-1.0548603534698486,10.753005981445312,1.5389244556427002,5.65936803817749,-1.0456607341766357,-2.2459447383880615
23.0,-12.095645904541016,-1.1741949319839478,0.5794788002967834,13.704154014587402,-0.4767525792121887,6.062353610992432,3.2885420322418213,-0.4819090664386749
24.0,-12.660372734069824,-0.9956750869750977,2.4155561923980713,13.70605754852295,2.1456382274627686,4.053833961486816,0.5034141540527344,-3.1247920989990234
25.0,-14.081808090209961,-1.2608782052993774,0.56314617395401,13.859384536743164,-1.8101508617401123,6.083515167236328,3.56365704536438,-4.047652244567871
26.0,-10.409161567687988,0.03895837068557739,-0.2682165503501892,10.804224014282227,1.7563132047653198,5.599218845367432,1.0291059017181396,-3.9086225032806396
27.0,-13.323256492614746,-2.8965139389038086,2.201529026031494,14.12032699584961,-3.288583278656006,5.646919250488281,4.209049224853516,-2.5521509647369385
28.0,-14.041990280151367,-1.104662537574768,1.998859167098999,11.4095458984375,-2.1470203399658203,4.5950798988342285,4.10821533203125,-0.8473073244094849
29.0,1.8040739297866821,1.729975700378418,-5.244935512542725,-3.767956256866455,-1.1286720037460327,4.139063358306885,-6.690195560455322,-6.527129650115967
30.0,-13.86612319946289,-2.2347631454467773,-2.858853816986084,4.8849945068359375,3.2950172424316406,0.8592424988746643,3.351616144180298,-1.3833503723144531
31.0,-14.799013137817383,-0.9937775135040283,2.20965838432312,12.897254943847656,-1.1324198246002197,5.595065593719482,4.462664604187012,-2.7229323387145996
32.0,-12.32969856262207,-1.1482605934143066,0.614086925983429,13.196788787841797,0.015891937538981438,5.25885534286499,3.30558180809021,-3.1626484394073486
33.0,-10.008096694946289,-0.9054436087608337,0.0808420479297638,7.611025333404541,7.2760419845581055,-2.891087293624878,1.5176341533660889,2.568960666656494
34.0,-14.205716133117676,-0.2060634344816208,1.3535974025726318,11.073013305664062,-1.5294616222381592,4.960083961486816,5.482819557189941,-3.032853364944458
35.0,-13.599259376525879,-0.8912042379379272,-0.30579257011413574,14.395956039428711,0.053116574883461,5.408600807189941,2.830573320388794,-1.4033088684082031
36.0,-0.8901478052139282,10.884262084960938,-2.840848684310913,2.993089199066162,-0.05443535000085831,-2.4372718334198,-7.5792460441589355,1.0625238418579102
37.0,-12.508727073669434,0.25250205397605896,1.0253403186798096,12.864213943481445,1.0468205213546753,5.385162830352783,4.092441558837891,-1.5708208084106445
38.0,-12.951197624206543,-0.8397253751754761,0.4603990912437439,13.636175155639648,-0.5663695335388184,4.6789069175720215,3.2538177967071533,-3.282050848007202
39.0,-14.206676483154297,-0.6006379127502441,2.3157312870025635,12.703621864318848,-2.250808000564575,6.007618427276611,4.335659503936768,-2.821413040161133
40.0,-14.759169578552246,-2.0365793704986572,-0.7295140624046326,13.687954902648926,-2.2525904178619385,4.8578948974609375,3.0769901275634766,-2.16039776802063
41.0,-12.994572639465332,-2.367748498916626,0.867416262626648,13.574881553649902,0.7937864065170288,4.785181999206543,4.382617950439453,-1.7728501558303833
42.0,-11.485491752624512,-0.6581887006759644,-0.7337638735771179,13.723068237304688,-1.457727313041687,4.964201927185059,3.0254693031311035,-2.307716131210327
43.0,-13.285042762756348,-1.639122486114502,0.9356738924980164,14.241968154907227,-2.7114832401275635,5.718005180358887,3.9506077766418457,-1.7561259269714355
44.0,-13.186066627502441,-1.7461588382720947,2.008129596710205,12.511898040771484,-3.5899462699890137,6.006740093231201,4.255771636962891,-2.494650363922119
45.0,-11.48199462890625,-0.16591927409172058,-0.32252174615859985,13.432025909423828,-1.0098967552185059,4.532116889953613,3.330049514770508,-4.223696708679199
46.0,-12.574718475341797,-1.5372298955917358,0.39008983969688416,13.207419395446777,-0.49507713317871094,6.880224704742432,2.3283169269561768,-2.3586583137512207
47.0,-13.28088092803955,-0.23665273189544678,0.9102922677993774,13.48653507232666,-2.347501039505005,3.8238744735717773,3.889392375946045,-3.3259434700012207
48.0,-13.711113929748535,0.3995117247104645,2.2441062927246094,13.959944725036621,-1.7674330472946167,4.156946659088135,3.6789467334747314,-1.2458075284957886
49.0,-14.02330493927002,-1.032673954963684,0.7060060501098633,12.341715812683105,-0.9300773739814758,6.324883937835693,5.225285053253174,-2.244154214859009
50.0,-12.261260032653809,-1.0008502006530762,1.3462581634521484,13.245943069458008,0.6401469707489014,3.203848123550415,2.2655951976776123,-1.797013521194458
51.0,-10.517943382263184,6.272243976593018,-0.03211882337927818,5.742320537567139,-4.819200038909912,2.3678135871887207,1.0333759784698486,-0.008188409730792046
52.0,-6.473186016082764,-1.6519702672958374,-9.948810577392578,8.101057052612305,4.4222283363342285,-5.99080228805542,7.978776931762695,9.180378913879395
53.0,-11.560973167419434,2.2133779525756836,0.49712952971458435,9.797417640686035,-2.649848222732544,5.970020294189453,1.8737629652023315,-3.7936747074127197
54.0,-12.770187377929688,1.1241798400878906,-1.2430931329727173,11.45302963256836,1.190255880355835,5.550002574920654,2.5201704502105713,-3.182145118713379
55.0,-3.7132787704467773,11.684660911560059,-0.9631866216659546,4.8157057762146,0.3772163391113281,1.281057596206665,0.2572076618671417,1.3474284410476685
56.0,-13.386733055114746,-0.5278033018112183,0.12729547917842865,11.47726821899414,-0.41454216837882996,5.770607948303223,1.5823383331298828,-2.7940673828125
57.0,-14.021697044372559,-0.18835510313510895,1.3035293817520142,13.82745361328125,-0.18083423376083374,5.335583686828613,2.349349021911621,-0.7694253325462341
58.0,-13.662666320800781,-0.43962961435317993,1.2121186256408691,13.103036880493164,-1.9438269138336182,4.780677318572998,4.760462284088135,-2.468639612197876
59.0,-13.264781951904297,-1.1648186445236206,-1.1529697179794312,12.52856731414795,0.31596818566322327,4.74384880065918,1.5239439010620117,-2.2351794242858887
60.0,-12.12714672088623,6.942897796630859,0.05962375923991203,5.755494117736816,-6.0419535636901855,1.0996317863464355,0.393387109041214,-0.10341662913560867
61.0,0.26003047823905945,8.051796913146973,-2.0687451362609863,-1.9208482503890991,-0.2167433351278305,6.22730016708374,-8.5032377243042,-8.636247634887695
