id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
0.0,-0.8970723152160645,-0.35490694642066956,-0.24409861862659454,0.26413580775260925,-0.400676965713501,-0.22106453776359558,0.13592562079429626,0.9606714248657227,0.10975635051727295,-0.3635318875312805,-0.21201077103614807,1.4659340381622314,0.37868162989616394,-0.5635591149330139,0.7684275507926941,0.20586097240447998,0.10124857723712921,0.1438772976398468,-0.5445240139961243,-0.5581052899360657,0.47482937574386597,0.5731270909309387,-0.6791774034500122,1.0331766605377197,1.0886496305465698,-0.7226213812828064,1.667657494544983,-1.2370734214782715,-0.5267535448074341,0.5197820067405701,-0.2919551432132721,0.19953730702400208
1.0,1.9111034870147705,-2.8445677757263184,3.8202483654022217,-0.5643693208694458,-3.3393940925598145,0.8866053819656372,-2.7769691944122314,-0.5983889102935791,-7.05183219909668,-1.773421049118042,-11.543688774108887,-5.494605541229248,0.06703343987464905,5.703616619110107,10.267322540283203,-1.3600298166275024,0.42149943113327026,6.641278266906738,4.921113967895508,-13.459696769714355,5.820232391357422,1.6118361949920654,4.363805770874023,5.960195541381836,-1.1849861145019531,1.32009756565094,-0.029196394607424736,5.5478997230529785,1.3994872570037842,-4.054551601409912,-3.858966588973999,-0.02403758466243744
2.0,-4.20238733291626,2.6191303730010986,-2.8367996215820312,-12.652580261230469,-2.4948270320892334,-0.6709738373756409,-3.466822624206543,1.0677388906478882,-6.8561177253723145,-10.080632209777832,-6.053112030029297,-3.8532018661499023,4.587193012237549,2.0956270694732666,-4.396021366119385,5.197282314300537,2.1312382221221924,3.261263847351074,3.6266496181488037,2.8585853576660156,0.8088781237602234,-1.3673466444015503,-0.5153989195823669,3.1441783905029297,12.34681510925293,0.8026112914085388,6.861629009246826,1.0060263872146606,-2.5204124450683594,2.2163894176483154,-1.69001042842865,5.136875152587891
3.0,-0.8008202314376831,-12.833539009094238,3.2346229553222656,2.2933313846588135,-2.320324659347534,-3.8107028007507324,-4.406978607177734,-2.6177926063537598,3.2780680656433105,-3.4638569355010986,-8.168669700622559,-2.936471700668335,-7.721306800842285,4.101661682128906,-1.413761854171753,-4.558448314666748,2.4878201484680176,-3.002176523208618,-4.901240825653076,-2.204894781112671,4.46290397644043,0.6002935171127319,-8.922101974487305,-2.666364908218384,-1.9254733324050903,6.036972522735596,1.9194693565368652,0.32373544573783875,-8.374554634094238,-3.5462567806243896,-8.560872077941895,6.099976062774658
4.0,-3.128793239593506,-1.6550203561782837,-4.394662857055664,-0.2607671618461609,-7.532290458679199,-4.4573540687561035,-2.489935874938965,5.459819793701172,-0.45936596393585205,-4.777468681335449,-13.766129493713379,1.0382758378982544,-0.041528500616550446,7.233491897583008,-1.8349906206130981,2.4870519638061523,-5.233102321624756,3.503081798553467,5.480547904968262,-0.3437519073486328,-2.3571739196777344,-2.763953685760498,-0.1301666796207428,8.286222457885742,-2.5287604331970215,1.4508112668991089,1.0975346565246582,-12.250677108764648,8.669939041137695,2.0798842906951904,-3.60072922706604,-6.674782752990723
5.0,-4.70975923538208,-13.480113983154297,5.130564212799072,2.33542799949646,-3.1362314224243164,-6.078256130218506,-3.3933351039886475,7.477075576782227,5.171385288238525,-8.493226051330566,4.137218475341797,8.241415023803711,-0.5121558308601379,-4.30213737487793,-10.60731029510498,3.877171277999878,-11.75180435180664,6.416037559509277,-5.82627534866333,0.9226037859916687,4.538209915161133,8.836490631103516,-2.9001376628875732,-1.067355990409851,-5.459928035736084,-1.8302034139633179,-1.6856411695480347,-3.1681220531463623,-1.7254772186279297,-6.530672550201416,-4.776318550109863,2.1331841945648193
6.0,-5.231289863586426,3.6517720222473145,7.000709056854248,5.866964340209961,3.5458414554595947,2.2071733474731445,4.663655757904053,-3.479564905166626,5.805695533752441,-9.895012855529785,6.379603862762451,-7.278963088989258,-2.0168585777282715,0.26458340883255005,4.997909069061279,-4.709105491638184,4.838765621185303,2.6358065605163574,4.175509929656982,-1.8089158535003662,-5.85255765914917,-1.0217055082321167,-1.5191129446029663,9.128387451171875,-0.5615513920783997,-5.503076553344727,0.7531062960624695,6.887982368469238,5.825493812561035,4.695122241973877,-3.455437421798706,3.0043463706970215
7.0,-6.474155426025391,6.635692119598389,-3.2777538299560547,-5.959505558013916,0.45998942852020264,-3.7248361110687256,-3.8341991901397705,-3.9096105098724365,-1.4630727767944336,-0.9904628992080688,-2.4882566928863525,0.7424277663230896,0.4950294494628906,-4.495181083679199,-3.330096960067749,1.7117472887039185,1.3062467575073242,4.2953572273254395,1.0029222965240479,-12.474629402160645,3.8002705574035645,5.604225158691406,-1.2715675830841064,12.308693885803223,1.5030343532562256,-2.5110621452331543,1.0780645608901978,4.074646949768066,-1.244713544845581,-5.7715606689453125,-0.21102266013622284,-8.410642623901367
8.0,-4.380253314971924,-4.797975063323975,5.694910526275635,10.930257797241211,-5.228893756866455,1.341382622718811,5.66763162612915,-0.1289370059967041,6.721128463745117,-4.7781662940979,-1.7826696634292603,-0.6909319162368774,-5.36873197555542,9.463558197021484,6.252503395080566,4.49326229095459,-0.4893524646759033,8.297222137451172,0.20797006785869598,-1.0744715929031372,-0.9277552366256714,7.456923007965088,-7.922206878662109,0.6448483467102051,-9.812649726867676,-7.229740142822266,1.135298490524292,-1.8864717483520508,1.1350661516189575,-2.796328544616699,1.0535571575164795,4.228451251983643
9.0,3.7212774753570557,-5.590224266052246,3.1788885593414307,3.862699031829834,-7.670110702514648,7.678584098815918,-2.918853282928467,0.4446776509284973,8.311102867126465,-3.008406400680542,-5.025204658508301,0.04214906319975853,-4.388348579406738,2.953042984008789,7.819762706756592,-6.263431072235107,-10.51162052154541,13.033631324768066,9.483933448791504,6.222348690032959,-4.991861343383789,-4.3966875076293945,-3.536317825317383,13.194488525390625,2.9164559841156006,1.5524332523345947,2.766047477722168,1.7504737377166748,-0.8591733574867249,1.7777906656265259,-2.5244383811950684,4.22173547744751
